paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel,sentimentval,category,average_sentiment
1680,uppfattar,VB.PRS.AKT,|uppfatta|,|uppfatta..vb.1|,|uppfatta..1:-1.000|,|upp..ab.1+fatta..vb.2:9.900e-09|upp..ab.1+fatta..vb.1:9.900e-09|uppfatta..vb.1+ta..vb.1:5.298e-16|upp..ab.1+fat..nn.1+ta..vb.1:1.888e-15|upp..ab.1+fatt..av.1+ta..vb.1:1.144e-15|,|upp+fattar|uppfatt+tar|upp+fat+tar|upp+fatt+tar|,0.0,28,26,UA,0,Flashback: Kultur & media,0
1680,den,PN.UTR.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,29,28,OO,0,Flashback: Kultur & media,0
1680,som,HP.-.-.-,|,|,|,|,|,,30,29,ET,0,Flashback: Kultur & media,0
1680,anmärkningsvärt,AB.POS,|anmärkningsvärd|,|anmärkningsvärd..av.1|,|anmärkningsvärd..1:-1.000|,|anmärkning..nn.1+värd..av.1:3.913e-14|anmärkning..nn.1+värt..av.1:3.913e-14|an..ab.1+märkning..nn.1+värd..av.1:5.491e-21|an..ab.1+märkning..nn.1+värt..av.1:5.491e-21|,|anmärknings+värt|an+märknings+värt|,,31,33,AA,0,Flashback: Kultur & media,0
1680,sexuell,JJ.POS.UTR.SIN.IND.NOM,|sexuell|,|sexuell..av.1|,|sexuell..1:-1.000|,|,|,-0.0,32,33,CJ,0,Flashback: Kultur & media,0
1680,eller,KN,|eller|,|eller..kn.1|,|eller..1:-1.000|,|,|,,33,30,UA,0,Flashback: Kultur & media,0
1680,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,34,33,,0,Flashback: Kultur & media,0
1680,.,MAD,|,|,|,|,|,,35,11,IP,0,Flashback: Kultur & media,0
1681,Ingen,DT.UTR.SIN.IND,|ingen|,|ingen..pn.1|,|ingen..1:-1.000|,|,|,,1,2,DT,-1,Flashback: Kultur & media,0
1681,kock,NN.UTR.SIN.IND.NOM,|kock|,|kock..nn.1|kock..nn.2|,|kock..1:0.657|kock..2:0.343|,|,|,,2,9,SS,-1,Flashback: Kultur & media,0
1681,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,3,2,ET,-1,Flashback: Kultur & media,0
1681,sina,PS.UTR+NEU.PLU.DEF,|sig|,|sig..pn.1|,|sig..1:-1.000|,|,|,,4,5,DT,-1,Flashback: Kultur & media,0
1681,sinnes,NN.NEU.SIN.IND.GEN,|sinne|,|sinne..nn.1|,|sinne..1:0.948|sinne..3:0.038|sinne..2:0.014|,|,|,,5,3,PA,-1,Flashback: Kultur & media,0
1681,fulla,JJ.POS.UTR+NEU.SIN.DEF.NOM,|full|,|full..av.1|,|full..1:0.949|full..2:0.051|,|,|,0.0,6,7,AT,-1,Flashback: Kultur & media,0
1681,bruk,NN.NEU.SIN.IND.NOM,|bruk|,|bruk..nn.1|bruk..nn.2|,|bruk..2:0.754|bruk..1:0.231|bruk..3:0.016|,|,|,0.0,7,8,SS,-1,Flashback: Kultur & media,0
1681,skulle,VB.PRT.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|skulle..nn.1+le..vb.1:5.815e-12|,|skull+le|,0.0,8,2,ET,-1,Flashback: Kultur & media,0
1681,lägga,VB.INF.AKT,|lägga|,|lägga..vb.1|,|lägga..1:0.776|lägga..2:0.185|lägga..3:0.039|,|,|,0.0,9,0,ROOT,-1,Flashback: Kultur & media,0
1681,pengar,NN.UTR.PLU.IND.NOM,|peng|pengar|,|peng..nn.1|pengar..nn.1|,|peng..1:0.523|pengar..1:0.477|,|,|,0.0,10,9,OO,-1,Flashback: Kultur & media,0
1681,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,11,9,OA,-1,Flashback: Kultur & media,0
1681,det,DT.NEU.SIN.DEF,|en|den|den här|,|en..al.1|den..pn.1|den_här..pnm.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|den_här..1:-1.000|,|,|,,12,11,PA,-1,Flashback: Kultur & media,0
1681,här,AB,|här|den här:12|,|här..ab.1|den_här..pnm.1:12|,|här..1:-1.000|den_här..1:12:-1.000|,|,|,,13,12,HD,-1,Flashback: Kultur & media,0
1681,.,MAD,|,|,|,|,|,,14,9,IP,-1,Flashback: Kultur & media,0
1682,Somliga,JJ.POS.UTR+NEU.PLU.IND.NOM,|somlig|,|somlig..pn.1|,|somlig..1:-1.000|,|,|,,1,3,DT,0,Flashback: Kultur & media,0
1682,andra,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|andra|annan|,|andra..av.1|annan..pn.1|,|andra..2:-1.000|annan..1:-1.000|,|,|,,2,3,DT,0,Flashback: Kultur & media,0
1682,burkar,NN.UTR.PLU.IND.NOM,|burk|,|burk..nn.1|,|burk..1:-1.000|,|bur..nn.1+kar..nn.1:1.896e-12|,|bur+kar|,,3,4,SS,0,Flashback: Kultur & media,0
1682,lackas,VB.PRS.SFO,|lacka|,|lacka..vb.1|lacka..vb.2|,|lackera..1:0.908|lacka..1:0.082|lacka..2:0.005|lacka..3:0.004|lacka..4:0.000|,|,|,,4,0,ROOT,0,Flashback: Kultur & media,0
1682,invändigt,AB.POS,|invändig|,|invändig..av.1|,|invändig..1:-1.000|,|,|,,5,4,AA,0,Flashback: Kultur & media,0
1682,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,6,4,OA,0,Flashback: Kultur & media,0
1682,någon,DT.UTR.SIN.IND,|någon|,|någon..pn.1|,|någon..1:-1.000|,|,|,,7,8,DT,0,Flashback: Kultur & media,0
1682,slags,NN.NEU.SIN.IND.GEN,|slag|,|slag..nn.1|,|slag..8:0.578|slag..4:0.275|slag..2:0.051|slag..1:0.040|slag..5:0.025|slag..3:0.018|slag..7:0.012|slag..6:0.002|,|,|,0.0,8,9,DT,0,Flashback: Kultur & media,0
1682,lack,NN.UTR.SIN.IND.NOM,|lack|,|lack..nn.1|lack..nn.2|,|lack..1:0.954|lack..2:0.031|lack..4:0.016|,|,|,,9,6,PA,0,Flashback: Kultur & media,0
1682,som,HP.-.-.-,|,|,|,|,|,,10,11,SS,0,Flashback: Kultur & media,0
1682,härdas,VB.PRS.SFO,|härda|,|härda..vb.1|,|härda..2:0.960|härda..1:0.040|,|,|,,11,9,ET,0,Flashback: Kultur & media,0
1682,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,12,11,RA,0,Flashback: Kultur & media,0
1682,tex,AB.AN,|tex|,|tex..aba.1|,|till_exempel..1:-1.000|,|,|,,13,15,CA,0,Flashback: Kultur & media,0
1682,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,14,15,DT,0,Flashback: Kultur & media,0
1682,ugn,NN.UTR.SIN.IND.NOM,|ugn|,|ugn..nn.1|,|ugn..1:-1.000|,|,|,,15,12,PA,0,Flashback: Kultur & media,0
1682,.,MAD,|,|,|,|,|,,16,4,IP,0,Flashback: Kultur & media,0
1683,För,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,1,0,ROOT,-1,Flashback: Kultur & media,-1
1683,dyrt,JJ.POS.NEU.SIN.IND.NOM,|dyr|,|dyr..av.1|,|dyr..1:0.977|dyr..2:0.023|,|,|,-1.0,2,1,PA,-1,Flashback: Kultur & media,-1
1683,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,3,2,OA,-1,Flashback: Kultur & media,-1
1683,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,4,5,SS,-1,Flashback: Kultur & media,-1
1683,producera,VB.INF.AKT,|producera|,|producera..vb.1|,|producera..1:-1.000|,|,|,0.0,5,3,PA,-1,Flashback: Kultur & media,-1
1683,.,MAD,|,|,|,|,|,,6,1,IP,-1,Flashback: Kultur & media,-1
1684,Idén,NN.UTR.SIN.DEF.NOM,|idé|,|idé..nn.1|,|idé..1:-1.000|,|,|,0.0,1,2,SS,1,Flashback: Kultur & media,1
1684,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,1,Flashback: Kultur & media,1
1684,bra,AB.POS,|bra|,|bra..ab.1|bra..ab.2|bra..av.1|,|bra..3:0.545|bra..1:0.388|bra..2:0.052|bra..5:0.016|,|,|,1.0,3,2,AA,1,Flashback: Kultur & media,1
1684,tycker,VB.PRS.AKT,|tycka|,|tycka..vb.1|,|tycka..1:-1.000|,|,|,0.0,4,2,VG,1,Flashback: Kultur & media,1
1684,vi,PN.UTR.PLU.DEF.SUB,|vi|,|vi..pn.1|,|vi..1:-1.000|,|,|,,5,6,CJ,1,Flashback: Kultur & media,1
1684,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,6,4,IO,1,Flashback: Kultur & media,1
1684,umgänget,NN.NEU.SIN.DEF.NOM,|umgänge|,|umgänge..nn.1|,|umgänge..1:-1.000|,|,|,,7,6,CJ,1,Flashback: Kultur & media,1
1684,vi,PN.UTR.PLU.DEF.SUB,|vi|,|vi..pn.1|,|vi..1:-1.000|,|,|,,8,9,SS,1,Flashback: Kultur & media,1
1684,diskuterat,VB.SUP.AKT,|diskutera|,|diskutera..vb.1|,|diskutera..1:-1.000|,|,|,0.0,9,4,OO,1,Flashback: Kultur & media,1
1684,med,PL,|med|,|med..ab.1|,|med..4:-1.000|,|,|,,10,9,PL,1,Flashback: Kultur & media,1
1684,.,MAD,|,|,|,|,|,,11,2,IP,1,Flashback: Kultur & media,1
1685,En,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,1,3,DT,1,Flashback: Kultur & media,1
1685,bra,JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|bra|,|bra..av.2|,|bra..4:-1.000|,|,|,1.0,2,3,AT,1,Flashback: Kultur & media,1
1685,idé,NN.UTR.SIN.IND.NOM,|idé|,|idé..nn.1|,|idé..1:-1.000|,|,|,0.0,3,4,SP,1,Flashback: Kultur & media,1
1685,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,4,0,ROOT,1,Flashback: Kultur & media,1
1685,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,5,8,MS,1,Flashback: Kultur & media,1
1685,besöka,VB.INF.AKT,|besöka|,|besöka..vb.1|,|besöka..1:-1.000|,|,|,0.0,6,5,IF,1,Flashback: Kultur & media,1
1685,skolor,NN.UTR.PLU.IND.NOM,|skola|,|skola..nn.1|,|skola..1:0.854|skola..3:0.146|,|,|,0.0,7,6,OO,1,Flashback: Kultur & media,1
1685,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,8,4,SS,1,Flashback: Kultur & media,1
1685,dela,VB.INF.AKT,|dela|dela ut|,|dela..vb.1|dela_ut..vbm.1|,|dela..2:0.904|dela..1:0.096|dela_ut..1:-1.000|,|,|,0.0,9,8,+F,1,Flashback: Kultur & media,1
1685,ut,PL,|ut|dela ut:09|,|ut..ab.1|dela_ut..vbm.1:09|,|ut..1:0.933|ut..2:0.067|dela_ut..1:09:-1.000|,|,|,,10,9,PL,1,Flashback: Kultur & media,1
1685,flyers,NN.UTR.PLU.IND.NOM,|,|,|,|,|,,11,9,OO,1,Flashback: Kultur & media,1
1685,osv,AB.AN,|osv|,|osv..aba.1|,|och_så_vidare..1:-1.000|,|,|,,12,4,+F,1,Flashback: Kultur & media,1
1685,.,MAD,|,|,|,|,|,,13,4,IP,1,Flashback: Kultur & media,1
1686,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,3,SS,-1,Flashback: Kultur & media,-1
1686,fullständigt,AB.POS,|fullständig|,|fullständig..av.1|,|fullständig..1:-1.000|,|full..av.1+ständig..av.1:4.542e-11|,|full+ständigt|,0.0,2,3,AA,-1,Flashback: Kultur & media,-1
1686,avskyr,VB.PRS.AKT,|avsky|,|avsky..vb.1|,|avsky..1:-1.000|,|av..ab.1+sky..vb.1:1.609e-11|av..av.1+sky..vb.1:5.465e-22|,|av+skyr|,-1.0,3,0,ROOT,-1,Flashback: Kultur & media,-1
1686,allt,PN.NEU.SIN.IND.SUB+OBJ,|all|,|all..pn.1|,|all..1:-1.000|,|,|,,4,3,IO,-1,Flashback: Kultur & media,-1
1686,vad,HP.NEU.SIN.IND,|vad|,|vad..pn.1|,|vad..1:-1.000|,|,|,,5,3,OA,-1,Flashback: Kultur & media,-1
1686,Folksam,PM.NOM,|,|,|,|,|,,6,7,SS,-1,Flashback: Kultur & media,-1
1686,sysslar,VB.PRS.AKT,|syssla|,|syssla..vb.1|,|syssla..1:-1.000|,|,|,0.0,7,5,EF,-1,Flashback: Kultur & media,-1
1686,med,PL,|med|,|med..ab.1|,|med..4:-1.000|,|,|,,8,7,PL,-1,Flashback: Kultur & media,-1
1686,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,9,7,TA,-1,Flashback: Kultur & media,-1
1686,reklam,NN.UTR.SIN.IND.NOM,|reklam|,|reklam..nn.1|,|reklam..1:-1.000|,|,|,0.0,10,9,HD,-1,Flashback: Kultur & media,-1
1686,väg,NN.UTR.SIN.IND.NOM,|väg|,|väg..nn.1|,|väg..2:0.815|väg..1:0.185|,|,|,0.0,11,7,OO,-1,Flashback: Kultur & media,-1
1686,.,MAD,|,|,|,|,|,,12,3,IP,-1,Flashback: Kultur & media,-1
1687,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,0,Flashback: Kultur & media,1
1687,gick,VB.PRT.AKT,|gå|,|gå..vb.1|,|gå..7:0.632|gå..1:0.087|gå..2:0.048|gå..6:0.041|gå..11:0.032|gå..3:0.031|gå..4:0.031|gå..10:0.029|gå..8:0.024|gå..9:0.024|gå..5:0.021|,|,|,1.0,2,0,ROOT,0,Flashback: Kultur & media,1
1687,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,3,2,OA,0,Flashback: Kultur & media,1
1687,vanliga,JJ.POS.UTR+NEU.SIN.DEF.NOM,|vanlig|,|vanlig..av.1|,|vanlig..1:-1.000|,|,|,0.0,4,5,AT,0,Flashback: Kultur & media,1
1687,Apoteket,NN.NEU.SIN.DEF.NOM,|apotek|,|apotek..nn.1|,|apotek..1:-1.000|,|,|,,5,3,PA,0,Flashback: Kultur & media,1
1687,istället,AB,|istället|,|istället..ab.1|,|i_stället..1:-1.000|,|,|,,6,2,AA,0,Flashback: Kultur & media,1
1687,.,MAD,|,|,|,|,|,,7,2,IP,0,Flashback: Kultur & media,1
1688,Tack,NN.NEU.SIN.IND.NOM,|tack|,|tack..nn.1|,|tack..2:-1.000|,|,|,1.0,1,0,ROOT,1,Flashback: Kultur & media,1
1688,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,2,1,ET,1,Flashback: Kultur & media,1
1688,era,PS.UTR+NEU.PLU.DEF,|ni|,|ni..pn.1|,|ni..1:-1.000|,|,|,,3,4,DT,1,Flashback: Kultur & media,1
1688,svar,NN.NEU.PLU.IND.NOM,|svar|,|svar..nn.1|,|svar..1:-1.000|,|,|,0.0,4,2,PA,1,Flashback: Kultur & media,1
1688,.,MAD,|,|,|,|,|,,5,1,IP,1,Flashback: Kultur & media,1
1689,Men,KN,|men|,|men..kn.1|,|men..1:-1.000|,|,|,,1,0,ROOT,-1,Svenskt frasnät (SweFN),0
1689,någonstans,AB,|någonstans|,|någonstans..ab.1|,|någonstans..1:-1.000|,|,|,,2,3,AA,-1,Svenskt frasnät (SweFN),0
1689,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.945|ha..3:0.055|,|,|,0.0,3,1,MS,-1,Svenskt frasnät (SweFN),0
1689,de,PN.UTR+NEU.PLU.DEF.SUB,|de|,|de..pn.1|,|de..1:-1.000|,|,|,,4,3,SS,-1,Svenskt frasnät (SweFN),0
1689,tappat,VB.SUP.AKT,|tappa|,|tappa..vb.1|,|tappa..1:0.939|tappa..3:0.058|tappa..2:0.003|,|,|,-1.0,5,3,MA,-1,Svenskt frasnät (SweFN),0
1689,fästet,NN.NEU.SIN.DEF.NOM,|fäste|,|fäste..nn.1|,|fäste..1:0.542|fäste..3:0.370|fäste..2:0.087|,|,|,,6,5,OO,-1,Svenskt frasnät (SweFN),0
1689,",",MID,|,|,|,|,|,,7,3,IK,-1,Svenskt frasnät (SweFN),0
1689,någonstans,AB,|någonstans|,|någonstans..ab.1|,|någonstans..1:-1.000|,|,|,,8,9,MA,-1,Svenskt frasnät (SweFN),0
1689,glömde,VB.PRT.AKT,|glömma|,|glömma..vb.1|,|glömma..1:0.993|glömma..2:0.007|,|,|,0.0,9,3,AN,-1,Svenskt frasnät (SweFN),0
1689,de,PN.UTR+NEU.PLU.DEF.SUB,|de|,|de..pn.1|,|de..1:-1.000|,|,|,,10,9,SS,-1,Svenskt frasnät (SweFN),0
1689,människovärdet,NN.NEU.SIN.DEF.NOM,|människovärde|,|människovärde..nn.1|,|människovärde..1:-1.000|,|människa..nn.1+värde..nn.1:5.984e-13|,|människo+värdet|,1.0,11,9,OO,-1,Svenskt frasnät (SweFN),0
1689,",",MID,|,|,|,|,|,,12,9,IK,-1,Svenskt frasnät (SweFN),0
1689,någonstans,AB,|någonstans|,|någonstans..ab.1|,|någonstans..1:-1.000|,|,|,,13,14,AA,-1,Svenskt frasnät (SweFN),0
1689,slutade,VB.PRT.AKT,|sluta|,|sluta..vb.1|sluta..vb.2|,|sluta..5:0.569|sluta..1:0.431|,|,|,0.0,14,9,AN,-1,Svenskt frasnät (SweFN),0
1689,de,PN.UTR+NEU.PLU.DEF.SUB,|de|,|de..pn.1|,|de..1:-1.000|,|,|,,15,14,SS,-1,Svenskt frasnät (SweFN),0
1689,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,16,14,OA,-1,Svenskt frasnät (SweFN),0
1689,känna,VB.INF.AKT,|känna|,|känna..vb.1|känna..vb.2|,|känna..2:0.538|känna..1:0.356|känna..4:0.098|känna..3:0.009|,|,|,0.0,17,16,IF,-1,Svenskt frasnät (SweFN),0
1689,empati,NN.UTR.SIN.IND.NOM,|empati|,|empati..nn.1|,|empati..1:-1.000|,|,|,,18,17,OO,-1,Svenskt frasnät (SweFN),0
1689,.,MAD,|,|,|,|,|,,19,3,IP,-1,Svenskt frasnät (SweFN),0
1690,En,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,1,2,DT,-1,Svenskt frasnät (SweFN),0
1690,dator,NN.UTR.SIN.IND.NOM,|dator|,|dator..nn.1|,|dator..1:-1.000|,|,|,-0.0,2,3,SS,-1,Svenskt frasnät (SweFN),0
1690,kan,VB.PRS.AKT,|kunna|,|kunna..vb.1|,|kunna..1:0.579|kunna..2:0.209|kunna..3:0.117|kunna..4:0.095|,|,|,-0.0,3,7,MS,-1,Svenskt frasnät (SweFN),0
1690,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,4,3,,-1,Svenskt frasnät (SweFN),0
1690,känna,VB.INF.AKT,|känna|,|känna..vb.1|känna..vb.2|,|känna..2:0.542|känna..1:0.305|känna..4:0.142|känna..3:0.011|,|,|,-0.0,5,3,VG,-1,Svenskt frasnät (SweFN),0
1690,empati,NN.UTR.SIN.IND.NOM,|empati|,|empati..nn.1|,|empati..1:-1.000|,|,|,,6,5,OO,-1,Svenskt frasnät (SweFN),0
1690,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,7,0,ROOT,-1,Svenskt frasnät (SweFN),0
1690,aldrig,AB,|aldrig|,|aldrig..ab.1|,|aldrig..1:0.424|aldrig..2:0.335|aldrig..3:0.241|,|,|,,8,9,TA,-1,Svenskt frasnät (SweFN),0
1690,förstå,VB.INF.AKT,|förstå|,|förstå..vb.1|,|förstå..1:-1.000|,|föra..vb.1+stå..vb.1:5.854e-13|för..nn.1+stå..vb.1:7.274e-16|,|för+stå|,-0.0,9,7,MS,-1,Svenskt frasnät (SweFN),0
1690,.,MAD,|,|,|,|,|,,10,7,IP,-1,Svenskt frasnät (SweFN),0
1691,Ledningen,NN.UTR.SIN.DEF.NOM,|ledning|,|ledning..nn.1|ledning..nn.2|,|ledning..2:0.450|ledning..1:0.339|ledning..5:0.057|ledning..4:0.050|ledning..6:0.049|ledning..3:0.031|ledning..7:0.023|,|,|,0.0,1,2,SS,0,Svenskt frasnät (SweFN),0
1691,ansvarar,VB.PRS.AKT,|ansvara|,|ansvara..vb.1|,|ansvara..1:-1.000|,|an..ab.1+svara..vb.1:1.196e-10|ans..nn.1+vara..vb.2:3.514e-14|ansa..vb.1+vara..vb.2:2.646e-22|,|an+svarar|ans+varar|,0.0,2,0,ROOT,0,Svenskt frasnät (SweFN),0
1691,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,3,2,OA,0,Svenskt frasnät (SweFN),0
1691,balansen,NN.UTR.SIN.DEF.NOM,|balans|,|balans..nn.1|balans..nn.2|,|balans..1:0.914|balans..2:0.086|,|bal..nn.2+ans..nn.1:9.497e-15|bale..nn.1+ans..nn.1:9.497e-15|bal..nn.1+ans..nn.1:9.497e-15|bala..vb.1+ans..nn.1:1.576e-23|bal..nn.1+an..ab.1+s..nn.1:1.327e-26|bale..nn.1+an..ab.1+s..nn.1:1.327e-26|bal..nn.2+an..ab.1+s..nn.1:1.327e-26|bala..vb.1+an..ab.1+s..nn.1:7.034e-39|,|bal+ansen|bal+an+sen|,,4,3,PA,0,Svenskt frasnät (SweFN),0
1691,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,5,4,ET,0,Svenskt frasnät (SweFN),0
1691,lönesystemet,NN.NEU.SIN.DEF.NOM,|lönesystem|,|lönesystem..nn.1|,|lönesystem..1:-1.000|,|lön..nn.1+system..nn.1:1.095e-12|,|löne+systemet|,,6,5,PA,0,Svenskt frasnät (SweFN),0
1691,.,MAD,|,|,|,|,|,,7,2,IP,0,Svenskt frasnät (SweFN),0
1692,Hela,JJ.POS.UTR+NEU.SIN.DEF.NOM,|hel|,|hel..av.1|,|hel..1:0.783|hel..2:0.217|,|,|,0.0,1,3,DT,0,Svenskt frasnät (SweFN),0
1692,50,RG.NOM,|,|,|,|,|,,2,3,DT,0,Svenskt frasnät (SweFN),0
1692,arbetsplatser,NN.UTR.PLU.IND.NOM,|arbetsplats|,|arbetsplats..nn.1|,|arbetsplats..1:-1.000|,|arbete..nn.1+plats..nn.1:1.257e-11|ar..nn.1+beta..nn.1+plats..nn.1:1.723e-16|ar..nn.1+bet..nn.1+plats..nn.1:1.723e-16|ar..nn.1+bets..nn.1+plats..nn.1:1.723e-16|ar..nn.1+bete..nn.2+plats..nn.1:1.723e-16|ar..nn.1+betsa..vb.1+plats..nn.1:2.880e-19|,|arbets+platser|ar+bets+platser|,0.0,3,4,SS,0,Svenskt frasnät (SweFN),0
1692,finns,VB.PRS.SFO,|finna|finnas|,|finna..vb.1|finnas..vb.1|,|finnas..1:0.492|finna..1:0.455|finna..2:0.053|,|,|,0.0,4,0,ROOT,0,Svenskt frasnät (SweFN),0
1692,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,5,4,RA,0,Svenskt frasnät (SweFN),0
1692,hallar,NN.UTR.PLU.IND.NOM,|hall|,|hall..nn.1|,|hall..3:0.594|hall..1:0.220|hall..2:0.186|,|,|,,6,7,CJ,0,Svenskt frasnät (SweFN),0
1692,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,7,5,PA,0,Svenskt frasnät (SweFN),0
1692,övriga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|övrig|,|övrig..pn.1|,|övrig..1:-1.000|,|,|,,8,9,DT,0,Svenskt frasnät (SweFN),0
1692,utrymmen,NN.NEU.PLU.IND.NOM,|utrymme|,|utrymme..nn.1|,|utrymme..1:0.945|utrymme..2:0.055|,|utrymma..vb.1+men..nn.2:2.926e-15|utrymma..vb.1+men..nn.1:2.926e-15|utrymma..vb.1+m..nn.1:2.926e-15|ut..ab.1+rymma..vb.2+men..nn.2:1.458e-19|ut..ab.1+rymma..vb.1+men..nn.2:1.458e-19|ut..ab.1+rymma..vb.1+m..nn.1:1.458e-19|ut..ab.1+rymma..vb.2+men..nn.1:1.458e-19|ut..ab.1+rymma..vb.1+men..nn.1:1.458e-19|ut..ab.1+rymma..vb.2+m..nn.1:1.458e-19|,|ut+rymmen|utrym+men|ut+rym+men|,0.0,9,7,CJ,0,Svenskt frasnät (SweFN),0
1692,som,HP.-.-.-,|,|,|,|,|,,10,11,SS,0,Svenskt frasnät (SweFN),0
1692,hyrs,VB.PRS.SFO,|hyra|,|hyra..vb.1|,|hyra..1:-1.000|,|,|,0.0,11,4,OO,0,Svenskt frasnät (SweFN),0
1692,av,PP,|av|,|av..pp.1|,|av..1:-1.000|,|,|,,12,11,OA,0,Svenskt frasnät (SweFN),0
1692,FN-steel,PM.NOM,|,|,|,|,|,,13,12,PA,0,Svenskt frasnät (SweFN),0
1692,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,14,13,ET,0,Svenskt frasnät (SweFN),0
1692,Dalsbruk,PM.NOM,|,|,|,|,|,,15,14,PA,0,Svenskt frasnät (SweFN),0
1692,.,MAD,|,|,|,|,|,,16,4,IP,0,Svenskt frasnät (SweFN),0
1693,Nu,AB,|nu|,|nu..ab.1|,|nu..1:-1.000|,|,|,,1,2,TA,0,Svenskt frasnät (SweFN),0
1693,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.968|ha..3:0.032|,|,|,0.0,2,9,MS,0,Svenskt frasnät (SweFN),0
1693,området,NN.NEU.SIN.DEF.NOM,|område|,|område..nn.1|,|område..1:0.697|område..2:0.303|,|om..ab.1+råd..nn.2:2.952e-10|om..ab.1+råd..nn.1:2.952e-10|om..nn.1+råd..nn.2:8.080e-19|om..nn.1+råd..nn.1:8.080e-19|,|om+rådet|,0.0,3,2,SS,0,Svenskt frasnät (SweFN),0
1693,innanför,PP,|innanför|,|innanför..pp.1|,|innanför..1:-1.000|,|,|,,4,3,ET,0,Svenskt frasnät (SweFN),0
1693,skolans,NN.UTR.SIN.DEF.GEN,|skola|,|skola..nn.1|,|skola..1:0.958|skola..3:0.042|,|sko..nn.1+lan..nn.1:7.287e-13|sko..nn.1+lans..nn.1:7.287e-13|skola..nn.1+ans..nn.1:1.848e-13|sko..vb.1+lan..nn.1:6.067e-15|sko..vb.1+lans..nn.1:6.067e-15|skola..vb.2+ans..nn.1:8.912e-22|,|sko+lans|skol+ans|,0.0,5,6,DT,0,Svenskt frasnät (SweFN),0
1693,travbana,NN.UTR.SIN.IND.NOM,|travbana|,|travbana..nn.1|,|travbana..1:-1.000|,|trav..nn.1+bana..nn.1:8.323e-12|trave..nn.1+bana..nn.1:8.323e-12|trav..nn.2+bana..nn.1:8.323e-12|trava..vb.1+bana..nn.1:8.687e-21|,|trav+bana|,,6,4,PA,0,Svenskt frasnät (SweFN),0
1693,gjorts,VB.SUP.SFO,|göra|göra om|,|göra..vb.1|göra_om..vbm.1|,|göra..1:0.538|göra..3:0.324|göra..2:0.139|göra_om..1:-1.000|,|,|,0.0,7,2,VG,0,Svenskt frasnät (SweFN),0
